HeaderID,AppNo,AbattoirName,AnimalSource,SpeciesCategory,Species,HerdMark,InspectionDate,ArrivalDate,SlaughterFromDate,SlaughterToDate,AnimalsReported,AnimalsPresented,AnimalsSlaughtered,Status,StatusDate,Poultry_House,Poultry_NoInHouse,Poultry_ProductionSystem,Broiler_StockingDensity,Broiler_Breed,Broiler_Line,Poultry_Age,Poultry_HouseMortality,Poultry_CumulativeMortality,Condition,InspectionType,AmountDescription,Amount,Comments
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Bruising/Fractures,Conditions,Whole,4,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Perihepatitis/peritonitis,Conditions,Whole,4,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Joint Lesions,Conditions,Whole,5,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Hepatitis,Conditions,Whole,5,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Machine Damage,Conditions,Whole,7,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,9,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Contamination,Conditions,Whole,12,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Abnormal colour/fevered,Conditions,Whole,15,
6925,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,1/c1,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5280,Complete,16/02/2016 04:11,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Ascites/Oedema,Conditions,Whole,16,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Cellulitis,Conditions,Whole,1,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Pericarditis,Conditions,Whole,1,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,2,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Death other than slaughter (uncut/badly bled),Conditions,Whole,2,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Machine Damage,Conditions,Whole,2,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Joint Lesions,Conditions,Whole,3,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Perihepatitis/peritonitis,Conditions,Whole,3,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Emaciation,Conditions,Whole,4,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Contamination,Conditions,Whole,5,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other factory (poor plucking, product requirement ",Conditions,Whole,7,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Hepatitis,Conditions,Whole,7,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,10,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Ascites/Oedema,Conditions,Whole,24,
6926,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,2/c2,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5278,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Abnormal colour/fevered,Conditions,Whole,25,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dermatitis,Conditions,Whole,1,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Emaciation,Conditions,Whole,2,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Bruising/Fractures,Conditions,Whole,3,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Cellulitis,Conditions,Whole,3,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Pericarditis,Conditions,Whole,3,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,4,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Death other than slaughter (uncut/badly bled),Conditions,Whole,4,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Hepatitis,Conditions,Whole,4,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Perihepatitis/peritonitis,Conditions,Whole,5,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Joint Lesions,Conditions,Whole,7,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Machine Damage,Conditions,Whole,10,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other factory (poor plucking, product requirement ",Conditions,Whole,11,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Contamination,Conditions,Whole,11,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,14,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Abnormal colour/fevered,Conditions,Whole,15,
6927,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,3/c3,2016-02-16,2016-02-15,2016-02-15,2016-02-15,5280,5280,5276,Complete,16/02/2016 04:12,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Ascites/Oedema,Conditions,Whole,21,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Emaciation,Conditions,Whole,1,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,2,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Hepatitis,Conditions,Whole,2,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Cellulitis,Conditions,Whole,3,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dermatitis,Conditions,Whole,3,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Bruising/Fractures,Conditions,Whole,5,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Joint Lesions,Conditions,Whole,6,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Perihepatitis/peritonitis,Conditions,Whole,6,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Contamination,Conditions,Whole,6,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Death other than slaughter (uncut/badly bled),Conditions,Whole,8,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Machine Damage,Conditions,Whole,9,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Pericarditis,Conditions,Whole,10,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,10,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other factory (poor plucking, product requirement ",Conditions,Whole,17,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Abnormal colour/fevered,Conditions,Whole,20,
6928,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,4/c4,2016-02-16,2016-02-15,2016-02-15,2016-02-16,5280,5280,5278,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Ascites/Oedema,Conditions,Whole,22,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Cellulitis,Conditions,Whole,1,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Bruising/Fractures,Conditions,Whole,2,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Pericarditis,Conditions,Whole,2,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Hepatitis,Conditions,Whole,3,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Death other than slaughter (uncut/badly bled),Conditions,Whole,4,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Dermatitis,Conditions,Whole,4,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Joint Lesions,Conditions,Whole,4,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Perihepatitis/peritonitis,Conditions,Whole,4,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Machine Damage,Conditions,Whole,6,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,8,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Contamination,Conditions,Whole,9,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,"Other factory (poor plucking, product requirement ",Conditions,Whole,10,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Ascites/Oedema,Conditions,Whole,25,
6929,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,5/c5,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5280,Complete,16/02/2016 04:13,12,48000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,39,2.76,4.91,Abnormal colour/fevered,Conditions,Whole,33,
6930,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,6/c6,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5276,Complete,16/02/2016 06:58,10,45000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,40,2.69,5.21,Cellulitis,Conditions,Whole,2,
6930,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,6/c6,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5276,Complete,16/02/2016 06:58,10,45000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,40,2.69,5.21,Tumours/nodules,Conditions,Whole,2,
6930,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,6/c6,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5276,Complete,16/02/2016 06:58,10,45000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,40,2.69,5.21,Pericarditis,Conditions,Whole,2,
6930,3005,MOY PARK (ASHBOURNE),Producer: 09/045/0050 D Allsop: OverbrookFarm,Poultry,Broilers,6/c6,2016-02-16,2016-02-16,2016-02-16,2016-02-16,5280,5280,5276,Complete,16/02/2016 06:58,10,45000,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,40,2.69,5.21,Death other than slaughter (uncut/badly bled),Conditions,Whole,3,
